Timestamp,Sensor_id_s,ax,ay,az,mx,my,mz,gx,gy,gz,Sensor_id_e
1644541153.0087073,1,-6.15,7.33,1.36,0.00,0.00,0.00,0.00,-0.02,0.01,1
1644541153.0087073,2,7.90,3.38,4.94,0.00,0.00,0.00,0.01,0.02,-0.03,2
1644541153.0097075,1,-6.15,7.34,1.49,0.00,0.00,0.00,-0.01,-0.02,0.01,1
1644541153.0107076,2,7.91,3.32,4.95,0.00,0.00,0.00,0.01,0.02,-0.03,2
1644541153.011708,1,-6.15,7.34,1.49,0.00,0.00,0.00,-0.04,-0.03,0.01,1
1644541153.011708,2,7.91,3.32,4.95,0.00,0.00,0.00,0.01,0.03,-0.03,2
1644541153.0127084,1,-6.21,7.35,1.51,0.00,0.00,0.00,-0.04,-0.04,0.01,1
1644541153.0137088,2,7.92,3.22,5.03,0.00,0.00,0.00,0.01,0.04,-0.03,2
1644541153.0147088,1,-6.18,7.32,1.45,0.00,0.00,0.00,-0.04,-0.04,0.00,1
1644541153.0147088,2,7.92,3.22,5.03,0.00,0.00,0.00,0.00,0.04,-0.03,2
1644541153.0157092,1,-6.18,7.32,1.45,0.00,0.00,0.00,-0.03,-0.04,-0.01,1
1644541153.016709,2,7.93,3.34,5.10,0.00,0.00,0.00,-0.01,0.05,-0.02,2
1644541153.0177095,1,-6.13,7.31,1.45,0.00,0.00,0.00,-0.03,-0.05,-0.00,1
1644541153.0177095,2,7.92,3.35,5.26,0.00,0.00,0.00,-0.03,0.05,-0.02,2
1644541153.0187097,1,-6.11,7.37,1.53,0.00,0.00,0.00,-0.04,-0.07,-0.00,1
1644541153.0197096,2,7.92,3.35,5.26,0.00,0.00,0.00,-0.05,0.03,-0.03,2
1644541153.0207102,1,-6.11,7.37,1.53,0.00,0.00,0.00,-0.07,-0.07,0.00,1
1644541153.0207102,2,7.92,3.46,5.14,0.00,0.00,0.00,-0.04,-0.02,-0.03,2
1644541153.0217104,1,-6.13,7.34,1.65,0.00,0.00,0.00,-0.07,-0.07,0.01,1
1644541153.0227108,2,7.92,3.46,5.14,0.00,0.00,0.00,-0.03,-0.03,-0.02,2
1644541153.023711,1,-6.13,7.34,1.65,0.00,0.00,0.00,-0.06,-0.04,0.01,1
1644541153.023711,2,7.96,3.50,5.02,0.00,0.00,0.00,-0.02,-0.05,0.01,2
1644541153.024711,1,-6.12,7.35,1.65,0.00,0.00,0.00,-0.03,-0.01,0.01,1
